"Sample ID","Species","Data source","Biosample type","Tissue type","Biosample name"
"Sample_12_0596","Mouse","NCBI GEO/SRA","Primary cell","Embryo","ES derived Hemogenic endothelium _Bry.GFP+,Tie2+/Ckit+/CD41-_"
"Sample_12_0597","Mouse","NCBI GEO/SRA","Primary cell","Embryo","ES derived Macrophages _CD11b+_"
"Sample_12_0598","Mouse","NCBI GEO/SRA","Primary cell","Rib","Enzyme digested rib chondrocytes"
"Sample_12_0599","Mouse","NCBI GEO/SRA","Cell line","Embryonic skin","melan-Ink4a-Arf-1"
"Sample_12_0600","Mouse","NCBI GEO/SRA","Tissue","Liver","liver Esr1 wt_E2"
"Sample_12_0601","Mouse","NCBI GEO/SRA","Tissue","Liver","liver Esr1 -/- wt_E2"
"Sample_12_0602","Mouse","NCBI GEO/SRA","Cell line","Embryo","P19"
"Sample_12_0603","Mouse","NCBI GEO/SRA","Stem cell","Embryo","Embryonic stem cell"
"Sample_12_0604","Mouse","NCBI GEO/SRA","Cell line","Insulin","BetaTC6"
"Sample_12_0605","Mouse","NCBI GEO/SRA","Stem cell","Embryo","TKS185 E14 WT"
"Sample_12_0606","Mouse","NCBI GEO/SRA","Stem cell","Embryo","TKS185 E14 Tip5 KD"
"Sample_12_0607","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","B cell"
"Sample_12_0608","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","B cell Cebpa 18h"
"Sample_12_0609","Mouse","NCBI GEO/SRA","Primary cell","Splenocytes","B220+ GFP B cells"
"Sample_12_0610","Mouse","NCBI GEO/SRA","Primary cell","Splenocytes","B220+ LMP2a B cells"
"Sample_12_0611","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","Lin- enriched HSPC Cells NRAS G12D alone"
"Sample_12_0612","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","Lin- enriched HSPC Cells DNMT3A R882H with NRAS G12D"
"Sample_12_0613","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","Lin- enriched HSPC Cells DNMT3A WT with NRAS G12D"
"Sample_12_0614","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs_Smarca4-KO"
"Sample_12_0615","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs_Smarcb1-KO"
"Sample_12_0616","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs_WT"
"Sample_12_0617","Mouse","NCBI GEO/SRA","Primary cell","Colon","colon epithelial cells ARID1A-KO"
"Sample_12_0618","Mouse","NCBI GEO/SRA","Primary cell","Skin","skin SCC 3 weeks after tumor graft GFP,integrin ?6,integrin ?1"
"Sample_12_0619","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs E14 serum"
"Sample_12_0620","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs E14 2i"
"Sample_12_0621","Mouse","NCBI GEO/SRA","Tissue","Retina","rod photoreceptors"
"Sample_12_0622","Mouse","NCBI GEO/SRA","Tissue","Mammary gland","Mammary gland WT"
"Sample_12_0623","Mouse","NCBI GEO/SRA","Tissue","Embryonic forebrain","forebrain E11.5"
"Sample_12_0624","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14"
"Sample_12_0625","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM veh 6h"
"Sample_12_0626","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM homogenate 6h"
"Sample_12_0627","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM veh 3h"
"Sample_12_0628","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM homogenate 3h"
"Sample_12_0629","Mouse","NCBI GEO/SRA","In vitro activated cell","Other","day 5 in vitro activated CD8+ Treg"
"Sample_12_0630","Mouse","NCBI GEO/SRA","Primary cell","Blood","MPP"
"Sample_12_0631","Mouse","NCBI GEO/SRA","Primary cell","Blood","CDP"
"Sample_12_0632","Mouse","NCBI GEO/SRA","Primary cell","Blood","cDC"
"Sample_12_0633","Mouse","NCBI GEO/SRA","Primary cell","Blood","pDC"
"Sample_12_0634","Mouse","NCBI GEO/SRA","Primary cell","Thymus","CD4 T cells TCRbeta high,CD69??CD24??CD8+"
"Sample_12_0635","Mouse","NCBI GEO/SRA","Primary cell","Heart","adult ventricular cardiomyocytes Myh6-Cre+ _ Eed fl/fl _EED Knockout_ CKO_"
"Sample_12_0636","Mouse","NCBI GEO/SRA","Primary cell","Heart","adult ventricular cardiomyocytes WT"
"Sample_12_0637","Mouse","NCBI GEO/SRA","Tissue","Embryonic kidney","embryonic kidney d16.5"
"Sample_12_0638","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 WT"
"Sample_12_0639","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 Mll3-/- Mll4-/-"
"Sample_12_0640","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 WT D0"
"Sample_12_0641","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 WT D1"
"Sample_12_0642","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 WT D1.5"
"Sample_12_0643","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 WT D2"
"Sample_12_0644","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 WT D2.5"
"Sample_12_0645","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 WT D3"
"Sample_12_0646","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 Mll3/4 DKO D0"
"Sample_12_0647","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 Mll3/4 DKO D1"
"Sample_12_0648","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 Mll3/4 DKO D1.5"
"Sample_12_0649","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 Mll3/4 DKO D2"
"Sample_12_0650","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14 Mll3/4 DKO D3"
"Sample_12_0651","Mouse","NCBI GEO/SRA","Tissue","Adipose","imortalized Pparg-flox/flox BAT isolated brown preadipocytes D3"
"Sample_12_0652","Mouse","NCBI GEO/SRA","Tissue","Adipose","imortalized Pparg-flox/flox BAT isolated brown preadipocytes D0"
"Sample_12_0653","Mouse","NCBI GEO/SRA","Tissue","Adipose","imortalized Pparg-flox/flox BAT isolated brown preadipocytes D2"
"Sample_12_0654","Mouse","NCBI GEO/SRA","Tissue","Adipose","imortalized Pparg-flox/flox BAT isolated brown preadipocytes D7"
"Sample_12_0655","Mouse","NCBI GEO/SRA","Tissue","Retina","retina P0"
"Sample_12_0656","Mouse","NCBI GEO/SRA","Tissue","Retina","retina BRG1 -/- P12"
"Sample_12_0657","Mouse","NCBI GEO/SRA","Tissue","Retina","retina WT P12"
"Sample_12_0658","Mouse","NCBI GEO/SRA","Tissue","Retina","retina WT P14"
"Sample_12_0659","Mouse","NCBI GEO/SRA","Tissue","Retina","retina WT P21"
"Sample_12_0660","Mouse","NCBI GEO/SRA","Stem cell","Colon","colonic epithelial stem cell Mock"
"Sample_12_0661","Mouse","NCBI GEO/SRA","Tissue","Skin","back skin RFP,integrin ?6,Sca-1,CD34"
"Sample_12_0662","Mouse","NCBI GEO/SRA","Primary cell","Blood","BCR-ABL1 transformed p19 null preB-ALL"
"Sample_12_0663","Mouse","NCBI GEO/SRA","Stem cell","Embryo","C3H10T1/2 differentiation d3"
"Sample_12_0664","Mouse","NCBI GEO/SRA","Stem cell","Embryo","C3H10T1/2 differentiation d0"
"Sample_12_0665","Mouse","NCBI GEO/SRA","Stem cell","Embryo","C3H10T1/2 differentiation d0,6h"
"Sample_12_0666","Mouse","NCBI GEO/SRA","Stem cell","Embryo","C3H10T1/2 differentiation d2"
"Sample_12_0667","Mouse","NCBI GEO/SRA","Stem cell","Embryo","C3H10T1/2 differentiation d7"
"Sample_12_0668","Mouse","NCBI GEO/SRA","Primary cell","Macrophage","macrophages Maf-DKO"
"Sample_12_0669","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","bone marrow derived macrophages WT"
"Sample_12_0670","Mouse","NCBI GEO/SRA","Cell line","Skeletal muscle","C2C12 Myotubes"
"Sample_12_0671","Mouse","NCBI GEO/SRA","Cell line","Skeletal muscle","C2C12 Myoblast"
"Sample_12_0672","Mouse","NCBI GEO/SRA","Tissue","Liver","liver tet-Myc expression off"
"Sample_12_0673","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","mesenchymal stromal cell SMAA-mCherry+ d0"
"Sample_12_0674","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","mesenchymal stromal cell SMAA-mCherry+ d7"
"Sample_12_0675","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","mesenchymal stromal cell SMAA-mCherry+ d14"
"Sample_12_0676","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","mesenchymal stromal cell SMAA-mCherry+ d21"
"Sample_12_0677","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized GR-flox/flox brown preadipocytes veh 4h"
"Sample_12_0678","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized GR-flox/flox brown preadipocytes cre_4h"
"Sample_12_0679","Mouse","NCBI GEO/SRA","Primary cell","Liver","Liver Arid1a Fl/Fl"
"Sample_12_0680","Mouse","NCBI GEO/SRA","Primary cell","Liver","liver Arid1a Fl/Fl_ Alb-cre"
"Sample_12_0681","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs WT"
"Sample_12_0682","Mouse","NCBI GEO/SRA","Stem cell","Embryo","mESC-derived neuron WT"
"Sample_12_0683","Mouse","NCBI GEO/SRA","Cell line","Embryo","P19 Untreated"
"Sample_12_0684","Mouse","NCBI GEO/SRA","Cell line","Embryo","P19 SB-431542"
"Sample_12_0685","Mouse","NCBI GEO/SRA","Cell line","Embryo","P19 Activin 1h"
"Sample_12_0686","Mouse","NCBI GEO/SRA","Cell line","Embryo","P19 Activin 4h"
"Sample_12_0687","Mouse","NCBI GEO/SRA","Cell line","Embryo","P19 Activin 8h"
"Sample_12_0688","Mouse","NCBI GEO/SRA","Stem cell","Spermatogonia","multipotent adult spermatogonial-derived stem cell"
"Sample_12_0689","Mouse","NCBI GEO/SRA","Primary cell","Spermatogonia","Spermatogonial stem and progenitor cell"
"Sample_12_0690","Mouse","NCBI GEO/SRA","Tissue","Anterior trunk","anterior trunk E11.5"
"Sample_12_0691","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Proximal forelimb E12.5 WT"
"Sample_12_0692","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Distal forelimb E12.5 WT"
"Sample_12_0693","Mouse","NCBI GEO/SRA","Primary cell","Spleen","splenic B220+ lymphocytes"
"Sample_12_0694","Mouse","NCBI GEO/SRA","Primary cell","Spleen","splenic B220+ lymphocytes Crebbp KD"
"Sample_12_0695","Mouse","NCBI GEO/SRA","Tissue","Thymus","whole thymocyte WT 11w"
"Sample_12_0696","Mouse","NCBI GEO/SRA","Tissue","Thymus","whole thymocyte WT 8.5w"
"Sample_12_0697","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs MLL3/4 DKO"
"Sample_12_0698","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs WT"
"Sample_12_0699","Mouse","NCBI GEO/SRA","Stem cell","Embryo","R1 ESC WT"
"Sample_12_0700","Mouse","NCBI GEO/SRA","Stem cell","Embryo","R1 ESC MLL3/4 double catalytic dead"
"Sample_12_0701","Mouse","NCBI GEO/SRA","In vitro activated cell","Spleen","Splenic B cells activated in vitro IgM+CD40L"
"Sample_12_0702","Mouse","NCBI GEO/SRA","Tissue","Brain","Frontal Cortex Control 120m"
"Sample_12_0703","Mouse","NCBI GEO/SRA","Tissue","Brain","Frontal Cortex Treatment 120m"
"Sample_12_0704","Mouse","NCBI GEO/SRA","Tissue","Brain","Amygdala Control 120m"
"Sample_12_0705","Mouse","NCBI GEO/SRA","Tissue","Brain","Amygdala Treatment 120m"
"Sample_12_0706","Mouse","NCBI GEO/SRA","Tissue","Brain","Hypothalamus Control 120m"
"Sample_12_0707","Mouse","NCBI GEO/SRA","Tissue","Brain","Hypothalamus Treatment 120m"
"Sample_12_0708","Mouse","NCBI GEO/SRA","Tissue","Brain","Amygdala Control 30m"
"Sample_12_0709","Mouse","NCBI GEO/SRA","Tissue","Brain","Amygdala Treatment 30m"
"Sample_12_0710","Mouse","NCBI GEO/SRA","Tissue","Brain","Hypothalamus Control 30m"
"Sample_12_0711","Mouse","NCBI GEO/SRA","Tissue","Brain","Hypothalamus Treatment 30m"
"Sample_12_0712","Mouse","NCBI GEO/SRA","Tissue","Brain","Frontal Cortex Control 30m"
"Sample_12_0713","Mouse","NCBI GEO/SRA","Tissue","Brain","Frontal Cortex Treatment 30m"
"Sample_12_0714","Mouse","NCBI GEO/SRA","Primary cell","Effector CD8 T cells","CD8 T cells CD8+ CD45.2+ WT"
"Sample_12_0715","Mouse","NCBI GEO/SRA","Tissue","Colon","colon"
"Sample_12_0716","Mouse","NCBI GEO/SRA","Tissue","Small intestine","distal small intestin"
"Sample_12_0717","Mouse","NCBI GEO/SRA","Primary cell","Embryo","P19 EC cells UT"
"Sample_12_0718","Mouse","NCBI GEO/SRA","Primary cell","Embryo","P19 EC cells RA 6h"
"Sample_12_0719","Mouse","NCBI GEO/SRA","Primary cell","Embryo","P19 EC cells RA 12h"
"Sample_12_0720","Mouse","NCBI GEO/SRA","Primary cell","Embryo","P19 EC cells RA 18h"
"Sample_12_0721","Mouse","NCBI GEO/SRA","Primary cell","Embryo","P19 EC cells RA 24h"
"Sample_12_0722","Mouse","NCBI GEO/SRA","Primary cell","Embryo","P19 EC cells RA 48h"
"Sample_12_0723","Mouse","NCBI GEO/SRA","Primary cell","Blood","pre-B ALL"
"Sample_12_0724","Mouse","NCBI GEO/SRA","Primary cell","Spermatogonia from testis","TSPAN8-high subpopulation of P6 ID4-EGFP+"
"Sample_12_0725","Mouse","NCBI GEO/SRA","Primary cell","Spermatogonia from testis","TSPAN8-low subpopulation of P6 ID4-EGFP+"
"Sample_12_0726","Mouse","NCBI GEO/SRA","Primary cell","Adipose","imortalized GR-flox/flox brown preadipocytes WT"
"Sample_12_0727","Mouse","NCBI GEO/SRA","Primary cell","Adipose","imortalized GR-flox/flox brown preadipocytes"
"Sample_12_0728","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver R26-rtTA_WT"
"Sample_12_0729","Mouse","NCBI GEO/SRA","Stem cell","Embryo","HapES cells _AN3-12_"
"Sample_12_0730","Mouse","NCBI GEO/SRA","Primary cell","Tumor","tumor cells p53-/-_p18-/-"
"Sample_12_0731","Mouse","NCBI GEO/SRA","Primary cell","Tumor","tumor cell p53-/-_p18-/- _Ezh2-/-"
"Sample_12_0732","Mouse","NCBI GEO/SRA","Tissue","Embryo","E9.5 embryo anterior"
"Sample_12_0733","Mouse","NCBI GEO/SRA","Tissue","Embryo","E9.5 embryo tailbud"
"Sample_12_0734","Mouse","NCBI GEO/SRA","Cell line","Liver","Liver tumor cell line Myc_sgp53/Cas"
"Sample_12_0735","Mouse","NCBI GEO/SRA","Cell line","Liver","Liver tumor cell line Myc_sgMll3/Cas"
"Sample_12_0736","Mouse","NCBI GEO/SRA","Primary cell","Blood","Sorted neutrophils KO"
"Sample_12_0737","Mouse","NCBI GEO/SRA","Primary cell","Blood","Sorted neutrophils WT"
"Sample_12_0738","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","Macrophage IL10-/-RAG2-/-"
"Sample_12_0739","Mouse","NCBI GEO/SRA","Primary cell","Other","stromal adherent pre-B cell progenitors IKDN CD2 Cre"
"Sample_12_0740","Mouse","NCBI GEO/SRA","Primary cell","Other","stromal adherent pre-B cell progenitors WT"
"Sample_12_0741","Mouse","NCBI GEO/SRA","Cell line","Keratinocyte","MK1"
"Sample_12_0742","Mouse","NCBI GEO/SRA","Primary cell","Embryo","embryonic fibroblast Kap1 KO"
"Sample_12_0743","Mouse","NCBI GEO/SRA","Primary cell","Embryo","embryonic fibroblast WT Kap1 loxP/loxP"
"Sample_12_0744","Mouse","NCBI GEO/SRA","Primary cell","Spleen and lymph","CD4+ Th1 High IL-2"
"Sample_12_0745","Mouse","NCBI GEO/SRA","Primary cell","Spleen and lymph","CD4+ Th1 low IL-2"
"Sample_12_0746","Mouse","NCBI GEO/SRA","Primary cell","Spleen and lymph","CD4+ Th1 Low IL-2 +"
"Sample_12_0747","Mouse","NCBI GEO/SRA","Induced pluripotent stem cell line","Embryo","MEF-derived iPS cells"
"Sample_12_0748","Mouse","NCBI GEO/SRA","Primary cell","Small intestine","enterocyte"
"Sample_12_0749","Mouse","NCBI GEO/SRA","Primary cell","Small intestine","intestinal epithelial cell E12.5"
"Sample_12_0750","Mouse","NCBI GEO/SRA","Primary cell","Small intestine","intestinal epithelial cell E14.5"
"Sample_12_0751","Mouse","NCBI GEO/SRA","Primary cell","Small intestine","Lgr5+ intestinal stem cell"
"Sample_12_0752","Mouse","NCBI GEO/SRA","Tissue","Brain","sorted_cultured_microglia 7d"
"Sample_12_0753","Mouse","NCBI GEO/SRA","Primary cell","Intestine","Jejunal intestinal epithelial cells GF"
"Sample_12_0754","Mouse","NCBI GEO/SRA","Primary cell","Intestine","Jejunal intestinal epithelial cells CV"
"Sample_12_0755","Mouse","NCBI GEO/SRA","Primary cell","Spleen","primary T cells"
"Sample_12_0756","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs"
"Sample_12_0757","Mouse","NCBI GEO/SRA","Primary cell","Embryo","pre-iPSC line 1"
"Sample_12_0758","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESC"
"Sample_12_0759","Mouse","NCBI GEO/SRA","Cell line","Macrophage","RAW 264.7 UT"
"Sample_12_0760","Mouse","NCBI GEO/SRA","Cell line","Macrophage","RAW 264.7_LPS_1h"
"Sample_12_0761","Mouse","NCBI GEO/SRA","Cell line","Macrophage","RAW 264.7_LPS_4h"
"Sample_12_0762","Mouse","NCBI GEO/SRA","Cell line","Brain","Neuro 2a"
"Sample_12_0763","Mouse","NCBI GEO/SRA","Cell line","Mammary gland","NMuMG UT_0hr"
"Sample_12_0764","Mouse","NCBI GEO/SRA","Cell line","Mammary gland","NMuMG TGF-?4hr"
"Sample_12_0765","Mouse","NCBI GEO/SRA","Cell line","Mammary gland","NMuMG TGF-?24hr"
"Sample_12_0766","Mouse","NCBI GEO/SRA","Primary cell","Lymphocyte","B220+ B cells"
"Sample_12_0767","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs E14"
"Sample_12_0768","Mouse","NCBI GEO/SRA","Tissue","Adipose","Pool of epididymal and inguinal WAT adipocyte"
"Sample_12_0769","Mouse","NCBI GEO/SRA","Tissue","Adipose","Pool of epididymal and inguinal WAT non-adipocyte"
"Sample_12_0770","Mouse","NCBI GEO/SRA","Tissue","Adipose","epididymal WAT"
"Sample_12_0771","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs E3.5 ASYN"
"Sample_12_0772","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs E3.5 MIT"
"Sample_12_0773","Mouse","NCBI GEO/SRA","Tissue","Liver","liver Ttr-cre/Esr1_wt/wt__Nipbl_flox/flox_"
"Sample_12_0774","Mouse","NCBI GEO/SRA","Tissue","Liver","liver Ttr-cre/Esr1_+/wt__Nipbl_flox/flox_"
"Sample_12_0775","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Forelimb hs1586 KO"
"Sample_12_0776","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Forelimb hs1262 KO"
"Sample_12_0777","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Forelimb hs1467 KO"
"Sample_12_0778","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Forelimb hs1603 KO"
"Sample_12_0779","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Forelimb WT"
"Sample_12_0780","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Forelimb mm1179 KO"
"Sample_12_0781","Mouse","NCBI GEO/SRA","Tissue","Forelimb","Forelimb hs72 KO"
"Sample_12_0782","Mouse","NCBI GEO/SRA","Cell line","Skeletal muscle","C2C12 Proliferat"
"Sample_12_0783","Mouse","NCBI GEO/SRA","Cell line","Skeletal muscle","C2C12_24H-Ctl"
"Sample_12_0784","Mouse","NCBI GEO/SRA","Cell line","Skeletal muscle","C2C12_24H-Bex"
"Sample_12_0785","Mouse","NCBI GEO/SRA","Primary cell","Kidney","mpkCCD cells dDAVP"
"Sample_12_0786","Mouse","NCBI GEO/SRA","Primary cell","Kidney","mpkCCD cells Vehicle"
"Sample_12_0787","Mouse","NCBI GEO/SRA","Primary cell","Spleen","naive CD8 T cells"
"Sample_12_0788","Mouse","NCBI GEO/SRA","Primary cell","Spleen","KLRG1hiIL7Rlo terminal effector CD8 T cells"
"Sample_12_0789","Mouse","NCBI GEO/SRA","Primary cell","Spleen","KLRG1loIL7Rhi memory precursor CD8 T cells"
"Sample_12_0790","Mouse","NCBI GEO/SRA","Primary cell","Spleen","KLRG1loIL7Rhi memory CD8 T cells"
"Sample_12_0791","Mouse","NCBI GEO/SRA","Tissue","Cerebellum","cerebellum  Mll4 WT"
"Sample_12_0792","Mouse","NCBI GEO/SRA","Tissue","Cerebellum","cerebellum  Mll4 KO"
"Sample_12_0793","Mouse","NCBI GEO/SRA","Tissue","Bone marrow-derived macrophage","BMDM BmalKO KLA0h"
"Sample_12_0794","Mouse","NCBI GEO/SRA","Tissue","Bone marrow-derived macrophage","BMDM WT KLA0h"
"Sample_12_0795","Mouse","NCBI GEO/SRA","In vitro differentiated cell","Brain","cortical neurons GFP+"
"Sample_12_0796","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs Chd2KO"
"Sample_12_0797","Mouse","NCBI GEO/SRA","Primary cell","Spleens and lymph","CD4+ T cells Tbx21-/- IFNb"
"Sample_12_0798","Mouse","NCBI GEO/SRA","Primary cell","Spleens and lymph","CD4+ T cells Tbx21-/- IFN-?"
"Sample_12_0799","Mouse","NCBI GEO/SRA","Primary cell","Spleens and lymph","CD4+ T cells Tbx21-/- nc"
"Sample_12_0800","Mouse","NCBI GEO/SRA","Primary cell","Spleens and lymph","CD4+ T cells WT IFNb"
"Sample_12_0801","Mouse","NCBI GEO/SRA","Primary cell","Spleens and lymph","CD4+ T cells WT IFN-?"
"Sample_12_0802","Mouse","NCBI GEO/SRA","Primary cell","Spleens and lymph","CD4+ T cells WT nc"
"Sample_12_0803","Mouse","NCBI GEO/SRA","Primary cell","Liver","LK cells WT"
"Sample_12_0804","Mouse","NCBI GEO/SRA","Primary cell","Liver","LK cells Asxl2-/-"
"Sample_12_0805","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived mast","Bone marrow-derived mast cells"
"Sample_12_0806","Mouse","NCBI GEO/SRA","Stem cell","Embryo","dox+ ctrl SA-tTA-Ascl1 ESCs"
"Sample_12_0807","Mouse","NCBI GEO/SRA","Stem cell","Embryo","dox- 24h ind SA-tTA-Ascl1 ESCs"
"Sample_12_0808","Mouse","NCBI GEO/SRA","Stem cell","Embryo","dox+ ctrl SA-tTA-Ascl2 ESCs"
"Sample_12_0809","Mouse","NCBI GEO/SRA","Stem cell","Embryo","dox- 24h ind SA-tTA-MyoD ESCs"
"Sample_12_0810","Mouse","NCBI GEO/SRA","Tissue","Heart","cardiac ventricles Wntup"
"Sample_12_0811","Mouse","NCBI GEO/SRA","Tissue","Heart","cardiac ventricles WT"
"Sample_12_0812","Mouse","NCBI GEO/SRA","Cell line","Mammary gland","EPH4_DMSO"
"Sample_12_0813","Mouse","NCBI GEO/SRA","Cell line","Mammary gland","EPH4_AU1"
"Sample_12_0814","Mouse","NCBI GEO/SRA","Primary cell","Mammary gland","Myoepithelial mammary cells"
"Sample_12_0815","Mouse","NCBI GEO/SRA","Stem cell","Embryo","R1 ESC WT"
"Sample_12_0816","Mouse","NCBI GEO/SRA","Stem cell","Embryo","R1 ESC Mll3/4 dKO"
"Sample_12_0817","Mouse","NCBI GEO/SRA","Stem cell","Embryo","R1 ESC Mll3/4 dCD"
"Sample_12_0818","Mouse","NCBI GEO/SRA","Primary cell","Embryo","Day 0 MEF cell"
"Sample_12_0819","Mouse","NCBI GEO/SRA","Primary cell","Embryo","Day 2 SKM secondary MEF"
"Sample_12_0820","Mouse","NCBI GEO/SRA","Primary cell","Embryo","embryonic fibroblasts E13.5 WT"
"Sample_12_0821","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs WT"
"Sample_12_0822","Mouse","NCBI GEO/SRA","Primary cell","Embryo","embryonic fibroblasts E13.5 shCtrl"
"Sample_12_0823","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs shCtrl"
"Sample_13_0001","Mouse","GGR","Primary cell","Macrophage","macrophage"
"Sample_14_0001","Mouse","NGDC GSA","Primary cell","Bone marrow","Lin-cKit+ cells Asxl2-KO"
"Sample_14_0002","Mouse","NGDC GSA","Primary cell","Bone marrow","Lin-cKit+ cells Asxl2-WT"
"Sample_14_0003","Mouse","NGDC GSA","Primary cell","Bone marrow","Asxl1+/-_Nf1+/- cKit+ cell"
"Sample_14_0004","Mouse","NGDC GSA","Primary cell","Bone marrow","Asxl1+/-_Nf1+/- cKit+ cell"
"Sample_14_0005","Mouse","NGDC GSA","Primary cell","Bone marrow","WT cKit+ cell"
"Sample_14_0006","Mouse","NGDC GSA","Primary cell","Bone marrow","WT cKit+ cell"
"Sample_14_0007","Mouse","NGDC GSA","Tissue","Skeletal muscle","Skeletal muscle MyoD-KO_Tac 12h"
"Sample_14_0008","Mouse","NGDC GSA","Tissue","Skeletal muscle","Skeletal muscle MyoD-KO DMSO 3h"
"Sample_14_0009","Mouse","NGDC GSA","Tissue","Skeletal muscle","Skeletal muscle WT c646 3h"
